Time,Channel A,Channel D
(ms),(V),(V)
,,
70.39123659,-0.02502747,406.9711
70.39623659,-0.04944451,406.9711
70.40123659,-0.06714687,406.9711
70.40623659,-0.06714687,406.7269
70.41123659,-0.02502747,406.9711
70.41623659,0.02441704,406.7269
70.42123659,-0.07447198,406.9711
70.42623659,0.0280796,406.9711
70.43123659,-0.03906727,406.9711
70.43623659,-0.04944451,407.2763
70.44123659,-0.08851178,407.2763
70.44623659,-0.02502747,407.2763
70.45123659,0.1654255,406.7269
70.45623659,0.00305213,406.9711
70.46123659,0.01037724,406.9711
70.46623659,-0.04639238,406.9711
70.47123659,-0.00732511,407.2763
70.47623659,-0.01098767,406.9711
70.48123659,-0.01098767,407.2763
70.48623659,0.04883409,407.2763
70.49123659,0.2606519,406.9711
70.49623659,-0.01770236,406.9711
70.50123659,-0.1165914,406.9711
70.50623659,-0.07080942,406.9711
70.51123658,0.03479429,406.9711
70.51623658,-0.04272982,406.9711
70.52123658,-0.02869003,406.9711
70.52623658,-0.08484922,406.9711
70.53123658,-0.09217434,406.9711
70.53623658,-0.1239165,406.1775
70.54123658,-0.08851178,406.7269
70.54623658,-0.1098767,407.2763
70.55123658,-0.07080942,407.2763
70.55623658,-0.06714687,406.7269
70.56123658,0.03845684,406.7269
70.56623658,-0.1269686,407.2763
70.57123658,-0.07813454,407.2763
70.57623658,-0.144671,407.2763
70.58123658,0.2783543,407.2763
70.58623658,-0.03174216,406.7269
70.59123658,-0.08851178,407.2763
70.59623658,-0.1239165,406.7269
70.60123658,-0.2649249,406.9711
70.60623658,-0.1410084,406.9711
70.61123658,-0.1379563,406.9711
70.61623658,-0.07080942,406.9711
70.62123658,-0.07813454,406.9711
70.62623658,-0.1519961,407.2763
70.63123658,-0.04639238,407.2763
70.63623658,-0.1342937,407.5204
70.64123658,-0.1025516,407.2763
70.64623658,-0.07447198,407.5204
70.65123658,0.2008302,406.9711
70.65623658,-0.02136491,407.2763
70.66123658,-0.1165914,407.2763
70.66623658,-0.01098767,407.2763
70.67123658,-0.1165914,407.5204
70.67623658,-0.07080942,406.9711
70.68123658,0.03113173,406.9711
70.68623658,-0.03540471,407.2763
70.69123658,-0.03540471,406.7269
70.69623658,-0.08484922,407.2763
70.70123658,-0.05310707,406.7269
70.70623658,-0.06043218,406.9711
70.71123658,-0.05676962,406.7269
70.71623658,-0.00732511,406.9711
70.72123658,0.03113173,406.9711
70.72623658,-0.06348431,406.9711
70.73123658,-0.07813454,406.4217
70.73623658,-0.07813454,406.9711
70.74123658,-0.06043218,406.9711
70.74623658,-0.06714687,407.2763
70.75123658,0,406.7269
70.75623658,-0.07447198,406.9711
70.76123658,-0.07813454,406.7269
70.76623658,0.2533268,406.9711
70.77123658,-0.09522647,406.7269
70.77623658,-0.07447198,406.9711
70.78123658,-0.03906727,406.9711
70.78623658,-0.04639238,406.7269
70.79123658,0.00305213,406.7269
70.79623658,-0.07080942,406.7269
70.80123658,-0.08484922,406.9711
70.80623658,-0.04272982,406.9711
70.81123658,-0.00732511,406.4217
70.81623658,-0.07813454,406.9711
70.82123658,-0.08118667,406.9711
70.82623658,-0.08118667,406.9711
70.83123658,-0.1410084,406.9711
70.83623658,0.1123184,406.9711
70.84123658,-0.05676962,406.7269
70.84623658,-0.02136491,406.4217
70.85123658,-0.08851178,406.9711
70.85623658,-0.08118667,407.2763
70.86123658,-0.07813454,406.9711
70.86623658,-0.1239165,407.2763
70.87123658,-0.06714687,406.9711
70.87623658,-0.1129288,407.2763
70.88123658,-0.04639238,407.2763
70.88623658,-0.1239165,406.9711
70.89123658,-0.1129288,407.2763
70.89623658,-0.1062141,407.2763
70.90123658,-0.1202539,407.2763
70.90623657,0.0140398,406.9711
70.91123657,-0.08484922,407.5204
70.91623657,-0.1837382,406.9711
70.92123657,-0.144671,406.7269
70.92623657,0.4157001,407.2763
70.93123657,-0.09888902,407.2763
70.93623657,-0.06714687,406.9711
70.94123657,-0.1165914,406.9711
70.94623657,-0.09888902,406.7269
70.95123657,-0.1062141,406.7269
70.95623657,-0.04272982,406.4217
70.96123657,-0.07080942,406.9711
70.96623657,-0.1129288,406.9711
70.97123657,-0.1165914,406.9711
70.97623657,-0.05310707,406.9711
70.98123657,-0.06348431,406.7269
70.98623657,-0.1269686,406.9711
70.99123657,-0.1239165,406.9711
70.99623657,0.01037724,407.5204
71.00123657,-0.1062141,406.7269
71.00623657,-0.05310707,407.2763
71.01123657,-0.08851178,406.9711
71.01623657,-0.1556586,406.9711
71.02123657,-0.07447198,406.7269
71.02623657,-0.1239165,406.7269
71.03123657,-0.07447198,407.2763
71.03623657,-0.09888902,406.7269
71.04123657,-0.07813454,406.7269
71.04623657,-0.09522647,406.7269
71.05123657,-0.04944451,407.2763
71.05623657,-0.1098767,406.9711
71.06123657,-0.08118667,406.9711
71.06623657,0.00671469,407.2763
71.07123657,-0.04944451,406.7269
71.07623657,-0.1062141,406.9711
71.08123657,-0.1202539,406.9711
71.08623657,-0.1269686,406.7269
71.09123657,-0.1129288,406.9711
71.09623657,-0.09522647,406.9711
71.10123657,-0.04944451,406.7269
71.10623657,-0.09217434,407.2763
71.11123657,-0.1202539,406.9711
71.11623657,0.05249664,406.9711
71.12123657,-0.07813454,406.9711
71.12623657,-0.1202539,406.9711
71.13123657,-0.06043218,406.9711
71.13623657,-0.01098767,406.9711
71.14123657,-0.09522647,406.4217
71.14623657,-0.08851178,406.7269
71.15123657,-0.06348431,406.7269
71.15623657,-0.1165914,406.4217
71.16123657,-0.05676962,406.9711
71.16623657,-0.02869003,406.4217
71.17123657,-0.1025516,406.9711
71.17623657,-0.1129288,407.2763
71.18123657,-0.09217434,407.2763
71.18623657,0.09156391,406.9711
71.19123657,-0.06714687,407.2763
71.19623657,0.3522158,406.9711
71.20123657,-0.06043218,407.2763
71.20623657,-0.07813454,406.7269
71.21123657,-0.05310707,406.9711
71.21623657,-0.08118667,406.7269
71.22123657,-0.04639238,406.9711
71.22623657,-0.01465023,406.9711
71.23123657,0.00305213,406.7269
71.23623657,-0.08484922,406.9711
71.24123657,-0.08118667,406.7269
71.24623657,-0.04639238,406.7269
71.25123657,-0.05676962,406.9711
71.25623657,0.0561592,406.7269
71.26123657,-0.03174216,406.7269
71.26623657,-0.03174216,406.4217
71.27123657,-0.05676962,406.7269
71.27623657,-0.05676962,407.2763
71.28123657,-0.08851178,406.7269
71.28623657,-0.07813454,406.7269
71.29123657,-0.08851178,406.9711
71.29623657,-0.03174216,406.9711
71.30123656,-0.08851178,406.9711
71.30623656,-0.08851178,406.9711
71.31123656,-0.04272982,406.4217
71.31623656,-0.07813454,406.9711
71.32123656,-0.03174216,407.2763
71.32623656,0.05249664,407.5204
71.33123656,-0.07813454,406.9711
71.33623656,-0.09217434,406.9711
71.34123656,-0.06043218,407.2763
71.34623656,-0.04639238,407.2763
71.35123656,-0.06043218,406.9711
71.35623656,-0.06348431,407.2763
71.36123656,-0.07080942,406.9711
71.36623656,-0.1025516,406.9711
71.37123656,-0.03906727,406.9711
71.37623656,-0.1165914,406.7269
71.38123656,-0.06348431,407.2763
71.38623656,-0.07447198,406.9711
71.39123656,-0.03174216,406.9711
71.39623656,-0.04944451,407.5204
71.40123656,-0.1623733,407.5204
71.40623656,-0.00732511,407.2763
71.41123656,-0.1165914,407.2763
71.41623656,-0.1025516,407.5204
71.42123656,-0.1165914,407.2763
71.42623656,-0.144671,407.2763
71.43123656,-0.1519961,407.5204
71.43623656,-0.1165914,407.2763
71.44123656,-0.08484922,407.5204
71.44623656,-0.1025516,406.9711
71.45123656,-0.1129288,407.2763
71.45623656,-0.1269686,407.5204
71.46123656,0.1758027,407.5204
71.46623656,-0.08118667,406.9711
71.47123656,-0.08851178,407.2763
71.47623656,-0.08484922,406.7269
71.48123656,-0.1062141,406.7269
71.48623656,-0.1587108,406.9711
71.49123656,-0.1379563,406.7269
71.49623656,-0.1660359,406.9711
71.50123656,-0.1062141,406.7269
71.50623656,-0.1519961,406.9711
71.51123656,-0.1165914,406.9711
71.51623656,-0.1306312,406.9711
71.52123656,-0.1556586,406.9711
71.52623656,-0.1342937,406.7269
71.53123656,-0.07447198,406.9711
71.53623656,-0.1239165,406.9711
71.54123656,0.1056037,406.7269
71.54623656,-0.1129288,406.7269
71.55123656,-0.1062141,406.9711
71.55623656,-0.1556586,406.7269
71.56123656,-0.1239165,406.9711
71.56623656,-0.1660359,406.9711
71.57123656,-0.1764131,406.9711
71.57623656,-0.1483335,406.9711
71.58123656,-0.1587108,407.2763
71.58623656,-0.1483335,406.4217
71.59123656,-0.2221951,406.9711
71.59623656,-0.1306312,406.9711
71.60123656,-0.02869003,406.7269
71.60623656,0.1550482,406.7269
71.61123656,-0.05310707,406.4217
71.61623656,-0.1587108,406.9711
71.62123656,-0.1587108,406.7269
71.62623656,-0.1519961,406.7269
71.63123656,-0.1727506,406.7269
71.63623656,-0.1519961,406.7269
71.64123656,-0.1556586,406.7269
71.64623656,-0.1098767,406.9711
71.65123656,-0.1062141,406.7269
71.65623656,-0.2014406,406.4217
71.66123656,-0.1800757,406.4217
71.66623656,-0.197778,406.4217
71.67123656,0.2710292,406.9711
71.67623656,0.04883409,406.7269
71.68123656,-0.1269686,406.9711
71.68623656,-0.1727506,406.7269
71.69123656,-0.1696984,406.9711
71.69623655,-0.1727506,406.7269
71.70123655,-0.219143,406.7269
71.70623655,-0.1764131,406.7269
71.71123655,-0.1342937,406.7269
71.71623655,-0.219143,406.7269
71.72123655,-0.2014406,406.9711
71.72623655,-0.1800757,407.2763
71.73123655,-0.2118178,407.2763
71.73623655,-0.2154804,406.7269
71.74123655,0.070199,406.9711
71.74623655,0.4651447,407.2763
71.75123655,-0.1800757,406.9711
71.75623655,-0.1269686,406.9711
71.76123655,-0.219143,407.2763
71.76623655,-0.1800757,406.9711
71.77123655,-0.1623733,407.2763
71.77623655,-0.1660359,406.7269
71.78123655,-0.1587108,406.7269
71.78623655,-0.1904529,406.7269
71.79123655,-0.1696984,406.9711
71.79623655,-0.1556586,407.5204
71.80123655,-0.1379563,406.9711
71.80623655,-0.4865096,406.9711
71.81123655,0.07386155,407.2763
71.81623655,0.08057624,406.7269
71.82123655,-0.1556586,406.9711
71.82623655,-0.144671,406.7269
71.83123655,-0.2081553,406.9711
71.83623655,-0.1764131,406.7269
71.84123655,-0.1239165,406.7269
71.84623655,-0.1874008,406.7269
71.85123655,-0.1269686,406.7269
71.85623655,-0.1556586,406.7269
71.86123655,-0.1202539,406.7269
71.86623655,-0.09217434,406.9711
71.87123655,-0.1587108,406.9711
71.87623655,-0.3741912,406.9711
71.88123655,0.2466121,406.9711
71.88623655,0.0561592,407.2763
71.89123655,-0.144671,406.9711
71.89623655,-0.09522647,406.7269
71.90123655,-0.1025516,406.9711
71.90623655,-0.1660359,406.9711
71.91123655,-0.1269686,406.9711
71.91623655,-0.1483335,406.4217
71.92123655,-0.1727506,406.7269
71.92623655,-0.07080942,406.9711
71.93123655,-0.1269686,406.4217
71.93623655,-0.1129288,406.4217
71.94123655,-0.1660359,406.4217
71.94623655,-0.04944451,406.7269
71.95123655,0.0842388,406.7269
71.95623655,-0.1379563,406.7269
71.96123655,-0.1098767,406.7269
71.96623655,-0.144671,406.4217
71.97123655,-0.2081553,406.4217
71.97623655,-0.219143,406.7269
71.98123655,-0.1410084,406.4217
71.98623655,-0.1519961,406.9711
71.99123655,-0.1696984,406.1775
71.99623655,-0.1483335,406.4217
72.00123655,-0.1519961,406.9711
72.00623655,-0.2044927,406.4217
72.01123655,-0.1623733,406.9711
72.01623655,-0.1410084,406.9711
72.02123655,-0.06714687,406.9711
72.02623655,-0.08484922,406.9711
72.03123655,-0.08851178,406.9711
72.03623655,-0.1660359,406.9711
72.04123655,-0.197778,407.2763
72.04623655,-0.197778,406.9711
72.05123655,-0.1660359,407.2763
72.05623655,-0.1129288,406.9711
72.06123655,-0.1660359,407.2763
72.06623655,-0.1874008,406.9711
72.07123655,-0.219143,406.9711
72.07623655,-0.1764131,406.9711
72.08123655,-0.1764131,406.9711
72.08623655,-0.04639238,406.9711
72.09123655,0.7752411,407.5204
72.09623654,-0.1519961,407.2763
72.10123654,-0.2044927,407.2763
72.10623654,-0.1800757,407.2763
72.11123654,-0.2154804,407.2763
72.11623654,-0.2154804,407.5204
72.12123654,-0.1342937,407.5204
72.12623654,-0.2472226,407.2763
72.13123654,-0.1239165,407.2763
72.13623654,-0.2502747,406.9711
72.14123654,-0.1696984,407.2763
72.14623654,-0.5151996,407.2763
72.15123654,-0.1025516,407.2763
72.15623654,-0.1837382,406.9711
72.16123654,-0.1800757,407.2763
72.16623654,-0.03906727,406.9711
72.17123654,-0.1800757,406.9711
72.17623654,-0.2081553,406.9711
72.18123654,-0.1941155,406.9711
72.18623654,-0.1269686,406.7269
72.19123654,-0.1379563,406.9711
72.19623654,-0.1587108,406.7269
72.20123654,-0.1764131,406.9711
72.20623654,-0.1519961,406.7269
72.21123654,-0.1904529,406.9711
72.21623654,-0.2295202,406.7269
72.22123654,-0.1587108,406.7269
72.22623654,-0.1483335,406.7269
72.23123654,-0.1727506,406.9711
72.23623654,-0.01770236,406.7269
72.24123654,-0.1379563,406.7269
72.24623654,-0.1800757,406.4217
72.25123654,-0.1837382,406.7269
72.25623654,-0.2014406,406.4217
72.26123654,-0.1202539,406.7269
72.26623654,-0.1587108,406.7269
72.27123654,-0.1874008,406.9711
72.27623654,-0.1764131,406.9711
72.28123654,-0.1379563,406.4217
72.28623654,0.09156391,407.2763
72.29123654,-0.1727506,406.9711
72.29623654,-0.1727506,407.5204
72.30123654,-0.1202539,407.2763
72.30623654,-0.1202539,406.9711
72.31123654,-0.1519961,406.9711
72.31623654,-0.1165914,406.9711
72.32123654,-0.1587108,407.2763
72.32623654,-0.1556586,406.7269
72.33123654,-0.144671,406.9711
72.33623654,-0.197778,406.9711
72.34123654,-0.1800757,406.7269
72.34623654,-0.144671,406.9711
72.35123654,-0.1904529,406.7269
72.35623654,-0.1202539,406.9711
72.36123654,-0.1727506,406.9711
72.36623654,-0.1941155,406.7269
72.37123654,-0.3033817,406.9711
72.37623654,-0.1410084,406.9711
72.38123654,-0.1727506,406.9711
72.38623654,-0.144671,406.7269
72.39123654,-0.2295202,406.9711
72.39623654,-0.1660359,406.9711
72.40123654,-0.2398974,407.2763
72.40623654,-0.1727506,406.9711
72.41123654,-0.1800757,406.9711
72.41623654,-0.1727506,406.7269
72.42123654,-0.1904529,406.9711
72.42623654,-0.1837382,406.9711
72.43123654,-0.1165914,406.7269
72.43623654,-0.1696984,406.7269
72.44123654,0.7154194,406.9711
72.44623654,-0.05676962,406.7269
72.45123654,-0.2081553,406.7269
72.45623654,-0.1727506,406.7269
72.46123654,-0.1025516,406.9711
72.46623654,-0.1306312,406.4217
72.47123654,-0.1556586,406.7269
72.47623654,-0.1556586,406.9711
72.48123654,-0.1660359,406.4217
72.48623654,-0.1696984,406.4217
72.49123653,0.02075449,406.7269
72.49623653,-0.09522647,406.4217
72.50123653,-0.1483335,406.7269
72.50623653,-0.1165914,406.1775
72.51123653,0.09461604,406.7269
72.51623653,-0.1519961,406.9711
72.52123653,-0.1623733,406.7269
72.52623653,-0.3107069,406.7269
72.53123653,-0.1587108,407.2763
72.53623653,-0.1410084,406.9711
72.54123653,-0.1941155,406.7269
72.54623653,-0.1660359,406.7269
72.55123653,-0.1587108,406.9711
72.55623653,-0.1519961,406.7269
72.56123653,-0.01098767,406.7269
72.56623653,-0.1129288,406.7269
72.57123653,-0.1587108,406.9711
72.57623653,-0.1165914,406.9711
72.58123653,-0.1062141,407.2763
72.58623653,-0.1587108,407.5204
72.59123653,-0.1556586,407.5204
72.59623653,-0.2118178,407.5204
72.60123653,-0.1587108,407.2763
72.60623653,-0.1239165,407.5204
72.61123653,-0.144671,407.5204
72.61623653,-0.2118178,407.2763
72.62123653,-0.1556586,407.2763
72.62623653,-0.144671,407.2763
72.63123653,-0.03540471,406.7269
72.63623653,-0.1306312,406.9711
72.64123653,-0.1727506,406.9711
72.64623653,-0.08484922,406.9711
72.65123653,-0.07447198,407.2763
72.65623653,-0.2118178,406.9711
72.66123653,-0.1874008,406.9711
72.66623653,-0.1874008,407.2763
72.67123653,-0.1519961,407.2763
72.67623653,-0.2044927,406.9711
72.68123653,-0.2118178,407.2763
72.68623653,-0.1874008,406.9711
72.69123653,-0.1098767,406.9711
72.69623653,-0.05310707,406.7269
72.70123653,-0.1874008,406.9711
72.70623653,-0.2081553,406.9711
72.71123653,-0.2044927,406.9711
72.71623653,-0.219143,406.9711
72.72123653,-0.1696984,406.9711
72.72623653,-0.07080942,406.9711
72.73123653,-0.1696984,406.7269
72.73623653,-0.08484922,406.4217
72.74123653,-0.2331828,406.7269
72.74623653,-0.1623733,406.7269
72.75123653,-0.1837382,406.4217
72.75623653,-0.1660359,406.7269
72.76123653,-0.7367843,406.7269
72.76623653,-0.07813454,406.9711
72.77123653,-0.1165914,406.7269
72.77623653,-0.1519961,406.9711
72.78123653,-0.1410084,406.4217
72.78623653,-0.1623733,407.2763
72.79123653,-0.02136491,406.9711
72.79623653,-0.03540471,406.4217
72.80123653,-0.1239165,406.7269
72.80623653,-0.1202539,406.7269
72.81123653,-0.144671,406.9711
72.81623653,-0.1519961,406.9711
72.82123653,-0.1202539,406.9711
72.82623653,-0.05310707,406.7269
72.83123653,0.09461604,406.9711
72.83623653,-0.1342937,406.7269
72.84123653,-0.1587108,406.9711
72.84623653,-0.1587108,407.2763
72.85123653,-0.1379563,406.9711
72.85623653,-0.1098767,407.5204
72.86123653,0.6024905,406.7269
72.86623653,-0.1098767,407.2763
72.87123653,-0.2930045,406.9711
72.87623653,-0.1660359,407.2763
72.88123653,-0.1696984,406.9711
72.88623652,-0.1202539,406.9711
72.89123652,-0.1410084,406.9711
72.89623652,-0.1306312,406.7269
72.90123652,0.0280796,406.7269
72.90623652,-0.197778,406.9711
72.91123652,-0.1025516,406.9711
72.91623652,-0.1202539,406.7269
72.92123652,-0.219143,406.7269
72.92623652,-0.08851178,406.9711
72.93123652,0.1477231,407.2763
72.93623652,-0.1904529,407.2763
72.94123652,-0.1483335,406.9711
72.94623652,-0.1696984,406.9711
72.95123652,-0.1379563,406.9711
72.95623652,-0.1587108,407.2763
72.96123652,-0.1696984,406.9711
72.96623652,-0.1764131,406.7269
72.97123652,-0.1202539,406.7269
72.97623652,-0.2258576,406.9711
72.98123652,-0.1410084,406.9711
72.98623652,-0.06714687,406.9711
72.99123652,-0.1556586,406.4217
72.99623652,-0.1904529,406.7269
73.00123652,-0.1025516,407.2763
73.00623652,-0.197778,406.7269
73.01123652,-0.1306312,406.7269
73.01623652,-0.1379563,406.9711
73.02123652,-0.1519961,406.9711
73.02623652,-0.1727506,407.2763
73.03123652,-0.1941155,406.9711
73.03623652,-0.2014406,406.9711
73.04123652,-0.08118667,407.2763
73.04623652,-0.1379563,406.9711
73.05123652,-0.1904529,406.9711
73.05623652,-0.1556586,406.9711
73.06123652,-0.2081553,407.2763
73.06623652,-0.2081553,406.9711
73.07123652,-0.06348431,406.9711
73.07623652,-0.2081553,406.9711
73.08123652,-0.2014406,406.9711
73.08623652,-0.1306312,406.7269
73.09123652,-0.1727506,406.7269
73.09623652,-0.1727506,406.7269
73.10123652,-0.1904529,406.9711
73.10623652,-0.1342937,406.7269
73.11123652,-0.1800757,406.7269
73.11623652,-0.1587108,406.7269
73.12123652,-0.1556586,406.4217
73.12623652,-0.2221951,406.4217
73.13123652,-0.1660359,406.7269
73.13623652,-0.197778,406.9711
73.14123652,-0.1025516,406.7269
73.14623652,-0.1129288,406.4217
73.15123652,-0.1660359,406.4217
73.15623652,-0.1129288,406.4217
73.16123652,-0.1660359,406.7269
73.16623652,-0.1129288,406.7269
73.17123652,-0.1306312,406.4217
73.17623652,0.08790135,407.2763
73.18123652,-0.08851178,406.9711
73.18623652,-0.1098767,407.2763
73.19123652,-0.1202539,406.7269
73.19623652,-0.1239165,406.7269
73.20123652,-0.1202539,406.9711
73.20623652,-0.2362349,406.9711
73.21123652,-0.1239165,406.9711
73.21623652,-0.09522647,406.7269
73.22123652,-0.1623733,407.2763
73.22623652,-0.144671,406.9711
73.23123652,-0.1623733,406.9711
73.23623652,-0.144671,406.9711
73.24123652,-0.04272982,406.7269
73.24623652,-0.06348431,406.9711
73.25123652,-0.1129288,406.9711
73.25623652,-0.1483335,406.9711
73.26123652,-0.1269686,406.9711
73.26623652,-0.1306312,407.2763
73.27123652,-0.1202539,406.7269
73.27623652,-0.09217434,406.9711
73.28123651,-0.2044927,406.9711
73.28623651,-0.1519961,407.2763
73.29123651,-0.1483335,406.7269
73.29623651,-0.1660359,406.7269
73.30123651,-0.1342937,406.9711
73.30623651,-0.6910023,406.7269
73.31123651,-0.09888902,406.9711
73.31623651,-0.2295202,406.7269
73.32123651,-0.1727506,406.9711
73.32623651,-0.1874008,406.7269
73.33123651,-0.2014406,407.2763
73.33623651,-0.1269686,406.7269
73.34123651,-0.1483335,406.7269
73.34623651,-0.219143,406.7269
73.35123651,0.03845684,406.7269
73.35623651,-0.1623733,406.7269
73.36123651,-0.144671,406.7269
73.36623651,-0.1727506,406.4217
73.37123651,-0.1800757,406.7269
73.37623651,-0.09888902,406.7269
73.38123651,-0.1904529,406.1775
73.38623651,-0.1587108,406.9711
73.39123651,-0.1342937,406.7269
73.39623651,-0.1483335,406.7269
73.40123651,-0.1202539,406.7269
73.40623651,-0.1379563,406.9711
73.41123651,-0.1696984,406.9711
73.41623651,-0.2472226,406.7269
73.42123651,0.1019412,406.7269
73.42623651,-0.1837382,406.7269
73.43123651,-0.1556586,406.9711
73.43623651,-0.1165914,406.7269
73.44123651,-0.1941155,406.7269
73.44623651,0.1336833,406.9711
73.45123651,-0.1379563,407.2763
73.45623651,-0.1306312,406.7269
73.46123651,-0.1098767,406.4217
73.46623651,-0.07813454,406.7269
73.47123651,-0.1483335,406.7269
73.47623651,-0.1764131,406.7269
73.48123651,-0.1239165,407.2763
73.48623651,-0.1800757,406.9711
73.49123651,-0.06043218,406.7269
73.49623651,-0.1165914,406.7269
73.50123651,-0.1129288,406.9711
73.50623651,-0.1623733,406.7269
73.51123651,-0.1623733,407.2763
73.51623651,0.0280796,406.7269
73.52123651,-0.1306312,406.9711
73.52623651,-0.08484922,406.9711
73.53123651,-0.1556586,407.2763
73.53623651,-0.1519961,406.9711
73.54123651,-0.1519961,406.7269
73.54623651,-0.1202539,406.9711
73.55123651,-0.07447198,406.9711
73.55623651,-0.06714687,406.9711
73.56123651,0.0140398,406.9711
73.56623651,-0.1062141,406.9711
73.57123651,-0.1874008,406.7269
73.57623651,-0.1342937,406.7269
73.58123651,-0.03174216,406.7269
73.58623651,-0.07080942,406.9711
73.59123651,-0.1342937,406.7269
73.59623651,-0.1306312,406.9711
73.60123651,-0.1129288,406.9711
73.60623651,-0.1306312,406.4217
73.61123651,-0.1800757,406.7269
73.61623651,-0.2154804,406.7269
73.62123651,-0.1062141,406.9711
73.62623651,0.3485533,406.7269
73.63123651,-0.09888902,406.7269
73.63623651,-0.1519961,406.4217
73.64123651,-0.144671,406.7269
73.64623651,-0.1379563,406.7269
73.65123651,-0.6348431,406.4217
73.65623651,-0.06348431,406.7269
73.66123651,-0.09522647,406.7269
73.66623651,-0.1129288,407.2763
73.67123651,-0.1623733,406.9711
73.6762365,-0.1410084,406.9711
73.6812365,-0.1800757,406.7269
73.6862365,-0.1062141,406.7269
73.6912365,-0.1483335,406.7269
73.6962365,0.1654255,406.7269
73.7012365,-0.1727506,406.9711
73.7062365,-0.1800757,406.9711
73.7112365,-0.1623733,406.7269
73.7162365,-0.1764131,406.4217
73.7212365,-0.05676962,406.9711
73.7262365,-0.1410084,406.4217
73.7312365,-0.1837382,406.4217
73.7362365,-0.1764131,406.7269
73.7412365,-0.1623733,407.2763
73.7462365,-0.1904529,406.9711
73.7512365,-0.1727506,406.7269
73.7562365,-0.1556586,406.7269
73.7612365,-0.1764131,406.9711
73.7662365,0.01709193,407.2763
73.7712365,-0.1519961,407.5204
73.7762365,-0.1696984,407.2763
73.7812365,-0.1379563,407.2763
73.7862365,-0.01098767,407.5204
73.7912365,-0.1837382,407.8257
73.7962365,-0.1941155,407.2763
73.8012365,-0.1904529,407.2763
73.8062365,-0.1379563,407.2763
73.8112365,-0.144671,407.2763
73.8162365,-0.1623733,406.9711
73.8212365,-0.1379563,406.9711
73.8262365,-0.1800757,407.2763
73.8312365,-0.1556586,407.5204
73.8362365,-0.1623733,406.9711
73.8412365,0.04578196,406.9711
73.8462365,-0.1410084,407.2763
73.8512365,-0.1874008,407.2763
73.8562365,-0.07813454,406.9711
73.8612365,-0.24356,407.2763
73.8662365,-0.06348431,406.9711
73.8712365,-0.1556586,406.9711
73.8762365,-0.1410084,406.9711
73.8812365,-0.1483335,406.9711
73.8862365,-0.1379563,407.2763
73.8912365,-0.1379563,406.7269
73.8962365,-0.1941155,407.5204
73.9012365,-0.1623733,407.5204
73.9062365,-0.2044927,407.5204
73.9112365,-0.1556586,406.9711
73.9162365,-0.1410084,407.2763
73.9212365,0.4437798,406.9711
73.9262365,-0.2014406,406.9711
73.9312365,-0.1660359,406.7269
73.9362365,-0.1837382,406.9711
73.9412365,-0.1556586,406.9711
73.9462365,-0.1660359,406.9711
73.9512365,-0.1696984,407.2763
73.9562365,-0.1696984,406.9711
73.9612365,-0.1483335,407.2763
73.9662365,-0.1623733,407.2763
73.9712365,-0.1837382,406.9711
73.9762365,-0.2014406,406.9711
73.9812365,-0.08118667,406.7269
73.9862365,-0.1483335,406.9711
73.9912365,0.02075449,406.7269
73.9962365,-0.1519961,406.7269
74.0012365,-0.1764131,406.9711
74.0062365,-0.1519961,406.7269
74.0112365,-0.1483335,406.9711
74.0162365,-0.1696984,407.2763
74.0212365,-0.2472226,407.5204
74.0262365,-0.1519961,407.5204
74.0312365,-0.1696984,406.9711
74.0362365,-0.1800757,406.9711
74.0412365,-0.1874008,407.2763
74.0462365,0.1581004,407.2763
74.0512365,-0.1342937,406.9711
74.0562365,-0.2295202,407.2763
74.0612365,0.02075449,407.2763
74.0662365,-0.2118178,406.9711
74.0712365,-0.2014406,406.9711
74.07623649,-0.1587108,407.2763
74.08123649,-0.1837382,407.2763
74.08623649,-0.2014406,406.4217
74.09123649,-0.1941155,406.7269
74.09623649,-0.1837382,406.9711
74.10123649,-0.1696984,406.7269
74.10623649,-0.1587108,406.9711
74.11123649,-0.1306312,406.7269
74.11623649,-0.1129288,406.9711
74.12123649,-0.1587108,406.4217
74.12623649,-0.2014406,406.9711
74.13123649,-0.1587108,406.7269
74.13623649,-0.1623733,406.7269
74.14123649,-0.1727506,406.7269
74.14623649,-0.1660359,407.2763
74.15123649,-0.2118178,406.9711
74.15623649,-0.1660359,407.5204
74.16123649,-0.2221951,406.9711
74.16623649,-0.1800757,406.9711
74.17123649,-0.2966671,407.2763
74.17623649,-0.2221951,407.2763
74.18123649,-0.197778,406.9711
74.18623649,-0.1941155,406.7269
74.19123649,-0.197778,406.7269
74.19623649,-0.4797949,407.2763
74.20123649,-0.144671,407.2763
74.20623649,-0.1800757,406.9711
74.21123649,-0.2362349,406.9711
74.21623649,-0.1837382,406.9711
74.22123649,-0.1764131,407.2763
74.22623649,-0.2221951,406.9711
74.23123649,-0.1556586,407.5204
74.23623649,-0.2154804,407.2763
74.24123649,-0.219143,407.2763
74.24623649,-0.2044927,407.2763
74.25123649,-0.1587108,406.9711
74.25623649,-0.06348431,407.2763
74.26123649,-0.2044927,406.9711
74.26623649,-0.1379563,406.9711
74.27123649,-0.1696984,407.2763
74.27623649,-0.2014406,406.9711
74.28123649,-0.2014406,406.9711
74.28623649,-0.1696984,406.9711
74.29123649,-0.2081553,406.9711
74.29623649,-0.1837382,406.7269
